zip_code,bedrooms,market_rate
92069,1,1800
92069,1,2545
92069,1,2400
92069,1,2450
92069,1,2102
92069,1,2200
92070,1,1835
92070,1,1936
92070,1,2028
92070,1,2195
92070,1,3000
92070,1,1350
92070,1,985
92071,1,1930
92071,1,2095
92071,1,1995
92071,1,2279
92071,1,2298
92071,1,1795
92071,1,2050
92071,1,2045
92071,1,1988
92071,1,2041
92071,1,2204
92071,1,2069
92071,1,2167
92071,1,1878
92072,1,2045
92072,1,1930
92072,1,1988
92072,1,2041
92072,1,2204
92072,1,2069
92072,1,2167
92074,1,2815
92074,1,2565
92074,1,2350
92074,1,2555
92074,1,2795
92074,1,2500
92074,1,2224
92075,1,2695
92075,1,3195
92075,1,2701
92075,1,2400
92075,1,3400
92075,1,5750
92075,1,7500
92075,1,2550
92075,1,4700
92075,1,4700
92075,1,3005
92078,1,2382
92078,1,2599
92078,1,2350
92078,1,2099
92078,1,2176
92078,1,2210
92078,1,2549
92078,1,1800
92078,1,2400
92078,1,2450
92078,1,2250
92078,1,2243
92078,1,2200
92078,1,1799
92079,1,2382
92079,1,2599
92079,1,1900
92079,1,2350
92079,1,2190
92079,1,2099
92079,1,2176
92081,1,2450
92081,1,2250
92081,1,2243
92081,1,2595
92081,1,2715
92081,1,1952
92081,1,2389
92081,1,2415
92081,1,2545
92081,1,2813
92081,1,2584
92081,1,2395
92081,1,2200
92081,1,2599
92082,1,2195
92082,1,1895
92082,1,2000
92082,1,3460
92082,1,1825
92082,1,2378
92082,1,1800
92082,1,2545
92082,1,2400
92082,1,2450
92083,1,2602
92083,1,2545
92083,1,2680
92083,1,2200
92083,1,2245
92083,1,2295
92083,1,2435
92083,1,2581
92083,1,2920
92083,1,2415
92083,1,2813
92083,1,2584
92083,1,2450
92083,1,2395
92084,1,2581
92084,1,2584
92084,1,2395
92084,1,1971
92084,1,2100
92084,1,2095
92084,1,2624
92084,1,2415
92084,1,2602
92084,1,2545
92084,1,2680
92084,1,2450
92084,1,2250
92084,1,2243
92085,1,2581
92085,1,2415
92085,1,2602
92085,1,2545
92085,1,2680
92085,1,2584
92085,1,2450
92086,1,3460
92086,1,2425
92086,1,2378
92086,1,2565
92086,1,1835
92086,1,1936
92086,1,2295
92088,1,1830
92088,1,1800
92088,1,1750
92088,1,2500
92088,1,2050
92088,1,2150
92088,1,1895
92091,1,5500
92091,1,2695
92091,1,3195
92091,1,2510
92091,1,2701
92091,1,3270
92091,1,2400
92091,1,3400
92092,1,2350
92092,1,2700
92092,1,2395
92096,1,2382
92096,1,2599
92096,1,1900
92096,1,2350
92096,1,2190
92096,1,2099
92096,1,2734
92101,1,2995
92101,1,2311
92101,1,2794
92101,1,3000
92101,1,3191
92101,1,3009
92101,1,2344
92102,1,2195
92102,1,1890
92102,1,1850
92102,1,1795
92102,1,1995
92102,1,2750
92102,1,2450
92103,1,2340
92103,1,1895
92103,1,2295
92103,1,2695
92103,1,2125
92103,1,2495
92103,1,2795
92104,1,2195
92104,1,2925
92104,1,1995
92104,1,1750
92104,1,2345
92104,1,1895
92104,1,2900
92105,1,1475
92105,1,1800
92105,1,1699
92105,1,2075
92105,1,1431
92105,1,2850
92105,1,2084
92105,1,2070
92105,1,2180
92105,1,1999
92105,1,2295
92105,1,2650
92106,1,2279
92106,1,2505
92106,1,2100
92106,1,2350
92106,1,2995
92106,1,2500
92106,1,2175
92106,1,2855
92106,1,2584
92106,1,2420
92106,1,2201
92106,1,2705
92106,1,2695
92106,1,2100
92107,1,2500
92107,1,1850
92107,1,2450
92107,1,2890
92107,1,2790
92107,1,2275
92107,1,1850
92107,1,2584
92107,1,2279
92107,1,2100
92107,1,2736
92107,1,2495
92107,1,2505
92107,1,2100
92108,1,2400
92108,1,2420
92108,1,2095
92108,1,3495
92108,1,2000
92108,1,3400
92108,1,2900
92108,1,2895
92108,1,3040
92108,1,2850
92108,1,2495
92108,1,2584
92108,1,2670
92108,1,2550
92109,1,1945
92109,1,3095
92109,1,3000
92109,1,2850
92109,1,3200
92109,1,1795
92109,1,3000
92110,1,5200
92110,1,3000
92110,1,2250
92110,1,2350
92110,1,3700
92110,1,3000
92110,1,3700
92110,1,2820
92110,1,3280
92110,1,3460
92110,1,2495
92110,1,3999
92110,1,2895
92110,1,3089
92111,1,2820
92111,1,2095
92111,1,2295
92111,1,2140
92111,1,3117
92111,1,2300
92111,1,2295
92111,1,2895
92111,1,2855
92111,1,3280
92111,1,3040
92111,1,2605
92111,1,2850
92111,1,2759
92112,1,2895
92112,1,2855
92112,1,2759
92112,1,3280
92112,1,2987
92112,1,3475
92112,1,3040
92113,1,2245
92113,1,1995
92113,1,1795
92113,1,1350
92113,1,2300
92113,1,1795
92113,1,1895
92113,1,2759
92113,1,2987
92113,1,3475
92113,1,2769
92113,1,2195
92113,1,2390
92113,1,2434
92114,1,3579
92114,1,1945
92114,1,1850
92114,1,1650
92114,1,1675
92114,1,2499
92114,1,3579
92114,1,2195
92114,1,2150
92114,1,1999
92114,1,1795
92114,1,1995
92115,1,2200
92115,1,1695
92115,1,1650
92115,1,1950
92115,1,1800
92115,1,1680
92115,1,1650
92115,1,2499
92115,1,1995
92115,1,3579
92115,1,2325
92115,1,2390
92115,1,2295
92115,1,2500
92116,1,3200
92116,1,3200
92116,1,3200
92116,1,3200
92116,1,2350
92116,1,1995
92116,1,3200
92117,1,2495
92117,1,1925
92117,1,2295
92117,1,2260
92117,1,2150
92117,1,2230
92117,1,1795
92117,1,2820
92117,1,2759
92117,1,2895
92117,1,2587
92117,1,2720
92117,1,2095
92117,1,2691
92118,1,3387
92118,1,5800
92118,1,6000
92118,1,5500
92118,1,4800
92118,1,2995
92118,1,4200
92118,1,2759
92118,1,2987
92118,1,3475
92118,1,3460
92118,1,2769
92118,1,3999
92118,1,3579
92119,1,2195
92119,1,1937
92119,1,2298
92119,1,2249
92119,1,2495
92119,1,1925
92119,1,2200
92119,1,1995
92119,1,2204
92119,1,2084
92119,1,2265
92119,1,2070
92119,1,2180
92119,1,2325
92120,1,2295
92120,1,2214
92120,1,2250
92120,1,2670
92120,1,2000
92120,1,2780
92120,1,2692
92120,1,1995
92120,1,2084
92120,1,2265
92120,1,2070
92120,1,2670
92120,1,2180
92120,1,2325
92121,1,2365
92121,1,2850
92121,1,2994
92121,1,3167
92121,1,3165
92121,1,2605
92121,1,3090
92121,1,2834
92122,1,2518
92122,1,2695
92122,1,2523
92122,1,2495
92122,1,2990
92122,1,2448
92122,1,1925
92122,1,2590
92123,1,2670
92123,1,2587
92123,1,2195
92123,1,2523
92123,1,2448
92123,1,2130
92123,1,2223
92123,1,2820
92123,1,3280
92123,1,3040
92123,1,2850
92123,1,2495
92123,1,2895
92123,1,2390
92124,1,2695
92124,1,2790
92124,1,2500
92124,1,2669
92124,1,2300
92124,1,2495
92124,1,2084
92124,1,2265
92124,1,2670
92124,1,2180
92124,1,2587
92124,1,2325
92124,1,2390
92126,1,2830
92126,1,2391
92126,1,2080
92126,1,2650
92126,1,2290
92126,1,2287
92126,1,2051
92126,1,2850
92126,1,2994
92126,1,3167
92126,1,2595
92126,1,2220
92126,1,2754
92126,1,2380
92127,1,2897
92127,1,2625
92127,1,2815
92127,1,2994
92127,1,2565
92127,1,2150
92127,1,2350
92127,1,2555
92127,1,2500
92128,1,2565
92128,1,2150
92128,1,2555
92128,1,2500
92128,1,2531
92128,1,2516
92128,1,2909
92128,1,2815
92128,1,2850
92128,1,3167
92128,1,2595
92128,1,2350
92128,1,2220
92128,1,2754
92129,1,2994
92129,1,2754
92129,1,2380
92129,1,2915
92129,1,2770
92129,1,2850
92129,1,2565
92129,1,2595
92129,1,2555
92129,1,2220
92129,1,2500
92129,1,2391
92130,1,3090
92130,1,3265
92130,1,3090
92130,1,3186
92130,1,2845
92130,1,2864
92130,1,3175
92130,1,2994
92130,1,3167
92130,1,2695
92130,1,3195
92130,1,2830
92130,1,2800
92130,1,2701
92131,1,2850
92131,1,3167
92131,1,2595
92131,1,2220
92131,1,3005
92131,1,2813
92131,1,1950
92131,1,2815
92131,1,2994
92131,1,1930
92131,1,2695
92131,1,2790
92131,1,2350
92131,1,2095
92132,1,3250
92132,1,2175
92132,1,4100
92132,1,2995
92132,1,4550
92132,1,4600
92134,1,1895
92134,1,2250
92134,1,1795
92134,1,2195
92135,1,2995
92135,1,2500
92135,1,4200
92135,1,3400
92135,1,5400
92135,1,3350
92135,1,3350
92136,1,1795
92136,1,1699
92136,1,1699
92136,1,1699
92136,1,1699
92136,1,1800
92136,1,2195
92137,1,2855
92137,1,2759
92137,1,2820
92137,1,2769
92137,1,3280
92137,1,2987
92137,1,3475
92138,1,2855
92138,1,2759
92138,1,2820
92138,1,2769
92138,1,3280
92138,1,2987
92138,1,3475
92139,1,2150
92139,1,1795
92139,1,3579
92139,1,3579
92139,1,2195
92139,1,1945
92139,1,1995
92139,1,1800
92139,1,2400
92140,1,2855
92140,1,2715
92140,1,2150
92140,1,2125
92140,1,2150
92142,1,2670
92142,1,2587
92142,1,2390
92142,1,2695
92142,1,2790
92142,1,2295
92142,1,2095
92143,1,2295
92143,1,2055
92143,1,2025
92143,1,2473
92143,1,2080
92143,1,2451
92143,1,1850
92149,1,3579
92149,1,3579
92149,1,2545
92149,1,2454
92149,1,2380
92149,1,2195
92149,1,3579
92150,1,2815
92150,1,2565
92150,1,2150
92150,1,2350
92150,1,2555
92150,1,2754
92150,1,2795
92153,1,2295
92153,1,2055
92153,1,2025
92153,1,2473
92153,1,2080
92153,1,2495
92153,1,2095
92154,1,2295
92154,1,2055
92154,1,1950
92154,1,2621
92154,1,1895
92154,1,2500
92154,1,2642
92154,1,2025
92154,1,2454
92154,1,2473
92154,1,2901
92154,1,2080
92154,1,2495
92154,1,2095
92159,1,1995
92159,1,1930
92159,1,2395
92159,1,2204
92159,1,2084
92159,1,2265
92159,1,2070
92160,1,2895
92160,1,3040
92160,1,2850
92160,1,2084
92160,1,2265
92160,1,2070
92160,1,2670
92163,1,2895
92163,1,2855
92163,1,2759
92163,1,2820
92163,1,2769
92163,1,3280
92163,1,2987
92165,1,2895
92165,1,2759
92165,1,2820
92165,1,2769
92165,1,3475
92165,1,3040
92165,1,2850
92166,1,2855
92166,1,2584
92166,1,2533
92166,1,2420
92166,1,2201
92166,1,2705
92166,1,2695
92167,1,2855
92167,1,2584
92167,1,2420
92167,1,2760
92167,1,2201
92167,1,2705
92167,1,2395
92168,1,2895
92168,1,2855
92168,1,2759
92168,1,2820
92168,1,2769
92168,1,3280
92168,1,2987
92169,1,2855
92169,1,2584
92169,1,2420
92169,1,2760
92169,1,2201
92169,1,2705
92169,1,2395
92170,1,2895
92170,1,2759
92170,1,2769
92170,1,2987
92170,1,3475
92170,1,3040
92170,1,2545
92171,1,2895
92171,1,2855
92171,1,2820
92171,1,3280
92171,1,3040
92171,1,2850
92171,1,2495
92172,1,2850
92172,1,2994
92172,1,2595
92172,1,2555
92172,1,2220
92172,1,2754
92172,1,2830
92173,1,2075
92173,1,1700
92173,1,1700
92173,1,1595
92173,1,1700
92173,1,1700
92173,1,1695
92173,1,2055
92173,1,1950
92173,1,2500
92173,1,2665
92173,1,1750
92174,1,2499
92174,1,2895
92174,1,3579
92174,1,2545
92174,1,2850
92174,1,2195
92174,1,2070
92175,1,2499
92175,1,1995
92175,1,2395
92175,1,2204
92175,1,2084
92175,1,2265
92175,1,2070
92176,1,2895
92176,1,2759
92176,1,2820
92176,1,3280
92176,1,2987
92176,1,3475
92176,1,3040
92177,1,2820
92177,1,3165
92177,1,2605
92177,1,2759
92177,1,2895
92177,1,2834
92177,1,2940
92178,1,2769
92178,1,2759
92178,1,2987
92178,1,3475
92178,1,3460
92178,1,3999
92178,1,2390
92179,1,2901
92179,1,2608
92179,1,2266
92179,1,2543
92179,1,2662
92179,1,2776
92179,1,2200
92191,1,2850
92191,1,2994
92191,1,3167
92191,1,2595
92191,1,2555
92191,1,2220
92191,1,2754
92192,1,3165
92192,1,2605
92192,1,3090
92192,1,2759
92192,1,2834
92192,1,2940
92192,1,3265
92193,1,2895
92193,1,2820
92193,1,3280
92193,1,3040
92193,1,2850
92193,1,2759
92193,1,2495
92195,1,2499
92195,1,3579
92195,1,1995
92195,1,3579
92195,1,2395
92195,1,2204
92195,1,2084
92196,1,2850
92196,1,2994
92196,1,3167
92196,1,2595
92196,1,2555
92196,1,2220
92196,1,2754
92198,1,2565
92198,1,2150
92198,1,2555
92198,1,2500
92198,1,2915
92198,1,2897
92198,1,2531
92536,1,2425
92536,1,2175
92536,1,1600
92536,1,2350
92536,1,1095
92536,1,1700
92536,1,1860
92672,1,2564
92672,1,2392
92672,1,2850
92672,1,2995
92672,1,2195
92672,1,2650
92672,1,2700
92672,1,3300
92672,1,2602
92672,1,2740
92672,1,2530
92672,1,2885
92672,1,2740
92672,1,2120
30002,1,925
30002,1,1500
30002,1,1237
30002,1,1565
30002,1,1659
30002,1,1195
30002,1,1475
30002,1,1360
30003,1,1081
30003,1,1380
30003,1,1250
30003,1,1300
30003,1,1195
30003,1,1116
30003,1,1210
30004,1,1365
30004,1,1505
30004,1,1459
30004,1,1280
30004,1,1454
30004,1,2125
30004,1,2125
30004,1,1613
30004,1,1501
30004,1,1587
30004,1,2250
30004,1,1698
30004,1,1307
30004,1,1405
30005,1,1587
30005,1,1698
30005,1,1326
30005,1,1342
30005,1,1595
30005,1,1778
30005,1,1402
30005,1,1365
30005,1,1548
30005,1,1505
30005,1,1459
30005,1,1280
30005,1,1425
30005,1,1549
30006,1,1729
30006,1,1715
30006,1,1610
30006,1,1575
30006,1,1809
30006,1,1450
30006,1,1870
30007,1,1285
30007,1,1575
30007,1,1380
30007,1,1275
30007,1,1005
30007,1,1330
30007,1,1498
30008,1,1115
30008,1,859
30008,1,1200
30008,1,1200
30008,1,1200
30008,1,1300
30008,1,1535
30008,1,1165
30008,1,1367
30008,1,1290
30008,1,1290
30008,1,1235
30009,1,2120
30009,1,1825
30009,1,2196
30009,1,2070
30009,1,2214
30009,1,1941
30009,1,2100
30009,1,1365
30009,1,1613
30009,1,1501
30009,1,2250
30009,1,1215
30009,1,1307
30009,1,1505
30010,1,1344
30010,1,1116
30010,1,1210
30010,1,1242
30010,1,1210
30010,1,1222
30010,1,1129
30011,1,1495
30011,1,1599
30011,1,1427
30011,1,1200
30011,1,1490
30011,1,1500
30011,1,1800
30012,1,1305
30012,1,1307
30012,1,1210
30012,1,1150
30012,1,1187
30012,1,1430
30012,1,1387
30012,1,1146
30012,1,1171
30012,1,1065
30012,1,1198
30013,1,1187
30013,1,1105
30013,1,1150
30013,1,1130
30013,1,995
30013,1,1600
30013,1,1430
30013,1,1387
30013,1,1305
30013,1,1255
30013,1,1307
30013,1,1210
30013,1,1375
30014,1,1599
30014,1,1399
30014,1,1467
30014,1,1443
30014,1,1187
30014,1,1387
30014,1,1305
30014,1,1255
30014,1,1465
30014,1,1632
30015,1,1599
30015,1,1399
30015,1,1467
30016,1,1387
30016,1,1255
30016,1,1300
30016,1,1599
30016,1,1187
30016,1,1430
30016,1,1399
30016,1,1146
30016,1,1305
30016,1,1171
30017,1,1335
30017,1,1570
30017,1,1698
30017,1,1443
30017,1,1529
30017,1,1632
30017,1,1448
30017,1,1500
30017,1,1200
30019,1,1200
30019,1,1500
30019,1,1800
30019,1,1495
30019,1,1495
30019,1,1599
30019,1,1443
30019,1,1335
30019,1,1539
30019,1,1524
30021,1,1125
30021,1,1056
30021,1,950
30021,1,987
30021,1,1625
30021,1,1200
30021,1,1170
30021,1,976
30021,1,975
30021,1,991
30021,1,925
30022,1,1104
30022,1,1339
30022,1,1457
30022,1,1403
30022,1,1075
30022,1,1550
30022,1,1499
30022,1,1365
30022,1,1613
30022,1,1501
30022,1,1587
30022,1,1548
30022,1,1499
30022,1,1215
30023,1,1365
30023,1,1613
30023,1,1501
30023,1,1215
30023,1,1307
30023,1,1505
30023,1,1405
30024,1,1700
30024,1,1399
30024,1,1406
30024,1,1460
30024,1,1365
30024,1,1454
30024,1,1309
30024,1,1462
30024,1,1591
30024,1,1582
30024,1,1495
30024,1,1587
30024,1,1350
30024,1,1548
30025,1,1500
30025,1,3100
30025,1,4650
30025,1,1599
30025,1,1399
30025,1,1275
30025,1,1467
30028,1,1573
30028,1,1505
30028,1,1500
30028,1,1390
30028,1,1689
30028,1,1175
30028,1,1595
30028,1,1295
30028,1,1500
30030,1,2124
30030,1,1795
30030,1,1565
30030,1,1659
30030,1,1694
30030,1,1360
30030,1,1430
30030,1,1500
30030,1,1237
30030,1,1475
30030,1,1200
30030,1,1100
30030,1,1500
30030,1,1440
30031,1,1960
30031,1,1496
30031,1,2124
30031,1,1795
30031,1,1589
30031,1,1580
30031,1,1191
30032,1,1195
30032,1,1100
30032,1,1075
30032,1,1170
30032,1,1175
30032,1,1534
30032,1,1096
30032,1,1960
30032,1,1496
30032,1,2124
30032,1,1795
30032,1,1500
30032,1,1430
30032,1,1590
30033,1,1237
30033,1,1575
30033,1,1475
30033,1,1200
30033,1,1500
30033,1,1440
30033,1,1266
30033,1,2100
30033,1,2020
30033,1,2124
30033,1,1556
30033,1,1795
30033,1,1589
30033,1,1728
30034,1,1290
30034,1,1075
30034,1,1121
30034,1,650
30034,1,1067
30034,1,459
30034,1,500
30034,1,1232
30034,1,1225
30034,1,1301
30034,1,1051
30034,1,1599
30034,1,1400
30034,1,1200
30035,1,1599
30035,1,1200
30035,1,445
30035,1,750
30035,1,1590
30035,1,1195
30035,1,1118
30035,1,1232
30035,1,1100
30035,1,1106
30035,1,1075
30036,1,1590
30036,1,1232
30036,1,1100
30036,1,1075
30036,1,1075
30036,1,1121
30036,1,1067
30037,1,1500
30037,1,1590
30037,1,1100
30037,1,1290
30037,1,1075
30037,1,1075
30037,1,1121
30038,1,1146
30038,1,1065
30038,1,1171
30038,1,1232
30038,1,1150
30038,1,499
30038,1,404
30038,1,1118
30038,1,1198
30038,1,1106
30038,1,1199
30038,1,1225
30038,1,1095
30038,1,1067
30039,1,1583
30039,1,1195
30039,1,1550
30039,1,1698
30039,1,1092
30039,1,1369
30039,1,1601
30039,1,1500
30039,1,1450
30040,1,1515
30040,1,1175
30040,1,1700
30040,1,1595
30040,1,1365
30040,1,1582
30040,1,1689
30040,1,1570
30040,1,1698
30040,1,1573
30040,1,1505
30041,1,1689
30041,1,1425
30041,1,1460
30041,1,1295
30041,1,1500
30041,1,1500
30041,1,1365
30041,1,1462
30041,1,1591
30041,1,1582
30041,1,1495
30041,1,1587
30041,1,1548
30042,1,1698
30042,1,1631
30042,1,1490
30042,1,1490
30042,1,1529
30042,1,1237
30042,1,1612
30043,1,1495
30043,1,1631
30043,1,1539
30043,1,1490
30043,1,1503
30043,1,1549
30043,1,1480
30043,1,1591
30043,1,1350
30043,1,1056
30043,1,1460
30043,1,1495
30043,1,1700
30043,1,1399
30044,1,1142
30044,1,1169
30044,1,1278
30044,1,1096
30044,1,1490
30044,1,1156
30044,1,1394
30044,1,1698
30044,1,1056
30044,1,1205
30044,1,1335
30044,1,1250
30044,1,1631
30044,1,1460
30045,1,1448
30045,1,1200
30045,1,1300
30045,1,1698
30045,1,1443
30045,1,1335
30045,1,1490
30045,1,1529
30045,1,1601
30045,1,1237
30046,1,1529
30046,1,1237
30046,1,1612
30046,1,1163
30046,1,1212
30046,1,1500
30046,1,1350
30046,1,1056
30046,1,1335
30046,1,1631
30046,1,1460
30046,1,1490
30046,1,1490
30047,1,1092
30047,1,1250
30047,1,1250
30047,1,1230
30047,1,1209
30047,1,1550
30047,1,1698
30047,1,1100
30047,1,1380
30047,1,1056
30047,1,1205
30047,1,1369
30048,1,1056
30048,1,1205
30048,1,1250
30048,1,1195
30048,1,1242
30048,1,1495
30048,1,1142
30049,1,1495
30049,1,1539
30049,1,1490
30049,1,1524
30049,1,1362
30049,1,1503
30049,1,1237
30052,1,1443
30052,1,1601
30052,1,1000
30052,1,1150
30052,1,1698
30052,1,1335
30052,1,1305
30052,1,1529
30052,1,1420
30052,1,1105
30052,1,1612
30054,1,1200
30054,1,1599
30054,1,1399
30054,1,1390
30054,1,1220
30054,1,1105
30054,1,1300
30054,1,1600
30055,1,1599
30055,1,1399
30055,1,1350
30055,1,1500
30055,1,3100
30055,1,4650
30055,1,1467
30056,1,3100
30056,1,4650
30058,1,1118
30058,1,1198
30058,1,1106
30058,1,1199
30058,1,1225
30058,1,1049
30058,1,895
30058,1,1221
30058,1,1146
30058,1,1305
30058,1,1065
30058,1,1171
30058,1,1232
30058,1,1095
30060,1,1300
30060,1,1167
30060,1,1150
30060,1,1091
30060,1,1197
30060,1,1099
30060,1,1150
30060,1,1729
30060,1,1715
30060,1,1610
30060,1,1809
30060,1,1450
30060,1,1870
30060,1,1511
30061,1,1729
30061,1,1415
30061,1,1276
30061,1,1519
30061,1,1282
30061,1,1367
30061,1,1292
30062,1,1519
30062,1,1282
30062,1,1318
30062,1,1210
30062,1,1193
30062,1,1111
30062,1,1800
30062,1,1440
30062,1,1285
30062,1,1575
30062,1,2250
30062,1,1499
30062,1,1511
30062,1,1621
30064,1,1367
30064,1,1009
30064,1,1450
30064,1,1725
30064,1,1550
30064,1,1621
30064,1,1415
30064,1,1300
30064,1,1535
30064,1,1519
30064,1,1165
30064,1,1282
30065,1,1729
30065,1,1809
30065,1,1325
30065,1,1415
30065,1,1276
30065,1,1355
30065,1,1220
30066,1,1511
30066,1,1415
30066,1,2149
30066,1,1151
30066,1,1293
30066,1,1555
30066,1,1621
30066,1,1645
30066,1,1464
30066,1,1354
30066,1,1450
30066,1,1345
30067,1,1575
30067,1,1809
30067,1,1325
30067,1,1276
30067,1,1355
30067,1,1220
30067,1,1134
30067,1,1729
30067,1,1420
30067,1,1715
30067,1,1610
30067,1,1450
30067,1,1870
30067,1,1635
30068,1,1265
30068,1,1089
30068,1,1052
30068,1,1995
30068,1,1668
30068,1,2100
30068,1,1440
30068,1,1285
30068,1,1575
30068,1,1499
30068,1,1499
30068,1,1415
30068,1,1175
30070,1,1599
30070,1,1390
30070,1,1300
30070,1,1467
30071,1,1405
30071,1,1395
30071,1,1332
30071,1,2950
30071,1,1344
30071,1,1415
30071,1,1508
30071,1,1081
30071,1,1380
30071,1,1205
30071,1,1250
30072,1,999
30074,1,1146
30074,1,1118
30074,1,1232
30074,1,1198
30074,1,1106
30074,1,1199
30074,1,1225
30075,1,2250
30075,1,1315
30075,1,1631
30075,1,1498
30075,1,2295
30075,1,1795
30075,1,1195
30075,1,1613
30075,1,1440
30075,1,1285
30075,1,1501
30075,1,1499
30075,1,1215
30075,1,1175
30076,1,1613
30076,1,1501
30076,1,1499
30076,1,1215
30076,1,1307
30076,1,1405
30076,1,1350
30076,1,1365
30076,1,1440
30076,1,1285
30076,1,2250
30076,1,1175
30076,1,1116
30076,1,1210
30077,1,1613
30077,1,1501
30077,1,2250
30077,1,1499
30077,1,1215
30077,1,1175
30077,1,1300
30078,1,1698
30078,1,1500
30078,1,1443
30078,1,1092
30078,1,1335
30078,1,1490
30078,1,1529
30078,1,1601
30078,1,1583
30079,1,1200
30079,1,1170
30079,1,1225
30079,1,925
30080,1,1729
30080,1,1450
30080,1,1635
30080,1,1305
30080,1,1460
30080,1,1292
30080,1,1235
30080,1,1715
30080,1,1610
30080,1,1809
30080,1,1870
30080,1,1325
30080,1,1320
30080,1,1150
30081,1,1729
30081,1,1450
30081,1,1635
30081,1,1325
30081,1,1320
30081,1,1150
30081,1,1300
30082,1,1535
30082,1,1460
30082,1,1299
30082,1,1107
30082,1,1200
30082,1,899
30082,1,1729
30082,1,1715
30082,1,1610
30082,1,1809
30082,1,1450
30082,1,1635
30082,1,1325
30083,1,1221
30083,1,1590
30083,1,1200
30083,1,1150
30083,1,950
30083,1,976
30083,1,1119
30083,1,1728
30083,1,1125
30083,1,1195
30083,1,1625
30083,1,1200
30083,1,1100
30083,1,1106
30084,1,1728
30084,1,1625
30084,1,1386
30084,1,1001
30084,1,1351
30084,1,1019
30084,1,1500
30084,1,1415
30084,1,1100
30084,1,1508
30084,1,1081
30084,1,1380
30084,1,1220
30084,1,1250
30085,1,1415
30085,1,1100
30085,1,1081
30085,1,1380
30085,1,1220
30085,1,1250
30085,1,1221
30086,1,1221
30086,1,1590
30086,1,1125
30086,1,1200
30086,1,1150
30086,1,950
30086,1,1056
30087,1,1550
30087,1,1369
30087,1,1450
30087,1,1275
30087,1,1698
30087,1,1100
30087,1,1092
30087,1,1380
30087,1,1250
30087,1,1221
30087,1,1590
30088,1,886
30088,1,1450
30088,1,1221
30088,1,1118
30088,1,1106
30088,1,1200
30088,1,1150
30088,1,1199
30088,1,1225
30090,1,1415
30090,1,1276
30090,1,1519
30090,1,1282
30090,1,1367
30090,1,1292
30090,1,1318
30091,1,1415
30091,1,1081
30091,1,1380
30091,1,1250
30091,1,1116
30091,1,1300
30091,1,1195
30092,1,1116
30092,1,1210
30092,1,1211
30092,1,1129
30092,1,1063
30092,1,1115
30092,1,1140
30092,1,1344
30092,1,1242
30092,1,1218
30092,1,1405
30092,1,1104
30092,1,1327
30092,1,1339
30093,1,1100
30093,1,1081
30093,1,1380
30093,1,1205
30093,1,1195
30093,1,1242
30093,1,1223
30093,1,1344
30093,1,1415
30093,1,1056
30093,1,1220
30093,1,1250
30093,1,1116
30093,1,1300
30094,1,1430
30094,1,1095
30094,1,1375
30094,1,1187
30094,1,1146
30094,1,1305
30094,1,1065
30094,1,1171
30094,1,1118
30094,1,1198
30095,1,1350
30095,1,1056
30095,1,1205
30095,1,1195
30095,1,1460
30095,1,1242
30095,1,1495
30096,1,1056
30096,1,1495
30096,1,1218
30096,1,1125
30096,1,1350
30096,1,1149
30096,1,1200
30096,1,1591
30096,1,1350
30096,1,1548
30096,1,1081
30096,1,1205
30096,1,1116
30096,1,1631
30097,1,1591
30097,1,1350
30097,1,1548
30097,1,1460
30097,1,1310
30097,1,1549
30097,1,1185
30097,1,1582
30097,1,1587
30097,1,1056
30097,1,1116
30097,1,1570
30097,1,1631
30097,1,1210
30101,1,1265
30101,1,1390
30101,1,1600
30101,1,1555
30101,1,1511
30101,1,1621
30101,1,1415
30101,1,1314
30101,1,1702
30101,1,1464
30102,1,1464
30102,1,1471
30102,1,1580
30102,1,1300
30102,1,1200
30102,1,1350
30102,1,1629
30102,1,1530
30102,1,1519
30102,1,1555
30102,1,1450
30102,1,1511
30102,1,1314
30103,1,1095
30106,1,1165
30106,1,1290
30106,1,1750
30106,1,1450
30106,1,1300
30106,1,1265
30106,1,1299
30106,1,1352
30106,1,1464
30106,1,959
30106,1,1666
30107,1,1245
30107,1,1114
30107,1,1515
30107,1,1116
30107,1,1175
30107,1,1275
30107,1,1500
30108,1,995
30109,1,995
30110,1,995
30111,1,1165
30111,1,1464
30111,1,1666
30111,1,1450
30112,1,850
30112,1,895
30112,1,1325
30112,1,875
30112,1,575
30112,1,795
30114,1,1450
30114,1,1475
30114,1,1114
30114,1,1116
30114,1,1275
30114,1,1629
30114,1,1520
30114,1,1519
30114,1,1488
30114,1,1645
30114,1,1464
30114,1,1450
30115,1,1629
30115,1,1520
30115,1,1519
30115,1,1488
30115,1,1245
30115,1,1100
30115,1,1365
30115,1,1450
30115,1,1464
30115,1,1698
30115,1,1505
30115,1,1459
30115,1,1285
30116,1,1330
30116,1,845
30116,1,995
30116,1,850
30116,1,895
30116,1,1275
30116,1,1325
30117,1,850
30117,1,895
30117,1,1325
30117,1,875
30117,1,575
30117,1,795
30117,1,995
30119,1,850
30119,1,895
30119,1,1325
30119,1,875
30119,1,575
30119,1,795
30120,1,1314
30120,1,1295
30120,1,1315
30120,1,1445
30120,1,1399
30120,1,1349
30120,1,1350
30120,1,1121
30120,1,2200
30120,1,1200
30121,1,1445
30121,1,1399
30121,1,1349
30121,1,1350
30121,1,1121
